Time,Air temperature (degC),Cloud amount (1/8),Dew-point temperature (degC),Wind direction (deg),Wind speed (m/s),Relative humidity (%),Precipitation amount (mm)
2025-09-07 00:00:00,18.5,0.0,17.8,92.0,3.5,95.0,0.0
2025-09-07 00:10:00,18.5,0.0,17.6,102.0,3.2,95.0,
2025-09-07 00:20:00,18.3,0.0,17.6,95.0,3.5,95.0,
2025-09-07 00:30:00,18.3,0.0,17.5,97.0,3.4,95.0,
2025-09-07 00:40:00,18.3,0.0,17.6,90.0,3.3,96.0,
2025-09-07 00:50:00,18.3,0.0,17.6,92.0,3.1,96.0,
2025-09-07 01:00:00,18.3,1.0,17.7,96.0,3.0,96.0,0.0
2025-09-07 01:10:00,18.3,1.0,17.6,94.0,3.0,95.0,
2025-09-07 01:20:00,18.1,1.0,17.4,98.0,2.9,96.0,
2025-09-07 01:30:00,18.2,1.0,17.6,102.0,3.0,96.0,
2025-09-07 01:40:00,18.0,1.0,17.4,104.0,2.7,96.0,
2025-09-07 01:50:00,18.1,1.0,17.5,104.0,3.1,96.0,
2025-09-07 02:00:00,18.1,3.0,17.5,98.0,2.4,97.0,0.0
2025-09-07 02:10:00,18.1,5.0,17.7,112.0,3.6,97.0,
2025-09-07 02:20:00,18.2,7.0,17.7,103.0,3.2,97.0,
2025-09-07 02:30:00,18.1,5.0,17.7,110.0,2.4,98.0,
2025-09-07 02:40:00,18.1,3.0,17.8,122.0,1.8,98.0,
2025-09-07 02:50:00,18.1,5.0,17.8,131.0,2.4,98.0,
2025-09-07 03:00:00,18.1,5.0,17.7,134.0,2.9,98.0,0.0
2025-09-07 03:10:00,18.0,5.0,17.7,141.0,2.4,98.0,
2025-09-07 03:20:00,18.1,3.0,17.7,131.0,2.3,98.0,
2025-09-07 03:30:00,18.0,1.0,17.6,119.0,3.0,98.0,
2025-09-07 03:40:00,18.0,3.0,17.7,111.0,2.8,98.0,
2025-09-07 03:50:00,17.8,5.0,17.5,107.0,2.5,98.0,
2025-09-07 04:00:00,17.8,3.0,17.5,90.0,2.1,98.0,0.0
2025-09-07 04:10:00,17.6,1.0,17.3,102.0,3.4,99.0,
2025-09-07 04:20:00,17.5,1.0,17.3,101.0,2.9,99.0,
2025-09-07 04:30:00,17.5,3.0,17.3,108.0,2.5,99.0,
2025-09-07 04:40:00,17.5,3.0,17.4,104.0,3.1,99.0,
2025-09-07 04:50:00,17.4,3.0,17.3,96.0,2.4,99.0,
2025-09-07 05:00:00,17.4,3.0,17.2,93.0,2.4,99.0,0.0
2025-09-07 05:10:00,17.3,3.0,17.2,97.0,2.9,99.0,
2025-09-07 05:20:00,17.2,5.0,17.1,103.0,2.4,99.0,
2025-09-07 05:30:00,17.2,3.0,17.1,91.0,1.8,99.0,
2025-09-07 05:40:00,17.1,5.0,17.0,95.0,2.5,99.0,
2025-09-07 05:50:00,17.1,3.0,17.0,95.0,2.6,99.0,
2025-09-07 06:00:00,17.1,1.0,17.1,92.0,3.0,100.0,0.0
2025-09-07 06:10:00,17.1,1.0,17.0,92.0,3.0,99.0,
2025-09-07 06:20:00,17.1,0.0,17.0,94.0,3.3,99.0,
2025-09-07 06:30:00,17.0,1.0,17.0,97.0,2.9,99.0,
2025-09-07 06:40:00,17.1,3.0,17.0,109.0,3.4,100.0,
2025-09-07 06:50:00,17.3,5.0,17.2,110.0,3.5,100.0,
2025-09-07 07:00:00,17.3,7.0,17.3,104.0,2.9,100.0,0.0
2025-09-07 07:10:00,17.3,7.0,17.2,106.0,2.7,99.0,
2025-09-07 07:20:00,17.3,7.0,17.2,99.0,2.5,99.0,
2025-09-07 07:30:00,17.3,7.0,17.2,108.0,2.5,99.0,
2025-09-07 07:40:00,17.4,7.0,17.3,111.0,3.0,99.0,
2025-09-07 07:50:00,17.5,7.0,17.5,111.0,2.7,100.0,
2025-09-07 08:00:00,17.7,7.0,17.6,104.0,2.5,99.0,0.0
2025-09-07 08:10:00,17.7,7.0,17.6,92.0,1.9,99.0,
2025-09-07 08:20:00,17.7,7.0,17.5,82.0,2.3,99.0,
2025-09-07 08:30:00,17.8,7.0,17.6,94.0,2.2,99.0,
2025-09-07 08:40:00,17.8,7.0,17.6,106.0,2.7,99.0,
2025-09-07 08:50:00,17.7,7.0,17.6,114.0,3.9,99.0,
2025-09-07 09:00:00,17.7,7.0,17.6,105.0,3.6,99.0,3.1
2025-09-07 09:10:00,17.8,7.0,17.6,93.0,2.9,99.0,
2025-09-07 09:20:00,17.8,5.0,17.7,81.0,3.1,99.0,
2025-09-07 09:30:00,17.9,5.0,17.8,91.0,3.0,99.0,
2025-09-07 09:40:00,18.3,5.0,18.2,95.0,2.7,99.0,
2025-09-07 09:50:00,18.7,7.0,18.4,93.0,2.7,98.0,
2025-09-07 10:00:00,19.2,7.0,18.5,99.0,3.0,96.0,0.5
2025-09-07 10:10:00,19.6,7.0,18.6,103.0,3.2,94.0,
2025-09-07 10:20:00,19.5,7.0,18.4,106.0,2.7,94.0,
2025-09-07 10:30:00,19.7,5.0,18.5,104.0,3.2,93.0,
2025-09-07 10:40:00,19.2,5.0,18.2,109.0,3.3,94.0,
2025-09-07 10:50:00,19.9,7.0,18.5,106.0,3.3,92.0,
2025-09-07 11:00:00,19.5,7.0,18.2,115.0,2.4,92.0,0.0
2025-09-07 11:10:00,19.2,7.0,18.1,109.0,3.8,93.0,
2025-09-07 11:20:00,19.3,7.0,18.2,112.0,3.7,94.0,
2025-09-07 11:30:00,19.2,7.0,17.9,112.0,4.1,92.0,
2025-09-07 11:40:00,19.2,8.0,18.1,120.0,3.5,93.0,
2025-09-07 11:50:00,19.4,7.0,18.2,121.0,4.4,93.0,
2025-09-07 12:00:00,19.3,7.0,17.9,121.0,4.1,92.0,0.0
2025-09-07 12:10:00,19.0,8.0,17.8,112.0,4.5,93.0,
2025-09-07 12:20:00,19.0,8.0,17.9,115.0,3.3,93.0,
2025-09-07 12:30:00,19.0,8.0,17.9,108.0,3.5,93.0,
2025-09-07 12:40:00,19.0,7.0,17.8,113.0,3.4,93.0,
2025-09-07 12:50:00,18.9,7.0,17.6,114.0,3.5,92.0,
2025-09-07 13:00:00,19.0,8.0,17.8,110.0,3.8,93.0,0.0
2025-09-07 13:10:00,18.9,8.0,17.8,110.0,3.7,93.0,
2025-09-07 13:20:00,19.0,8.0,17.7,111.0,2.9,92.0,
2025-09-07 13:30:00,19.0,8.0,17.8,105.0,3.0,93.0,
2025-09-07 13:40:00,19.3,8.0,17.8,109.0,2.5,91.0,
2025-09-07 13:50:00,19.1,8.0,17.5,99.0,1.9,91.0,
2025-09-07 14:00:00,18.9,7.0,17.5,93.0,2.4,91.0,0.0
2025-09-07 14:10:00,19.1,8.0,17.5,105.0,2.5,91.0,
2025-09-07 14:20:00,19.0,7.0,17.6,101.0,2.4,91.0,
2025-09-07 14:30:00,19.1,7.0,17.5,100.0,2.2,91.0,
2025-09-07 14:40:00,19.1,8.0,17.5,97.0,2.8,91.0,
2025-09-07 14:50:00,19.0,8.0,17.4,95.0,2.0,91.0,
2025-09-07 15:00:00,19.0,7.0,17.6,104.0,2.4,91.0,0.0
2025-09-07 15:10:00,19.3,8.0,17.5,110.0,2.4,89.0,
2025-09-07 15:20:00,19.2,8.0,17.5,102.0,1.7,90.0,
2025-09-07 15:30:00,19.0,8.0,17.4,92.0,1.4,90.0,
2025-09-07 15:40:00,19.4,7.0,17.8,110.0,2.2,90.0,
2025-09-07 15:50:00,19.2,7.0,17.5,113.0,2.0,90.0,
2025-09-07 16:00:00,19.1,8.0,17.7,105.0,2.7,91.0,0.0
2025-09-07 16:10:00,19.4,8.0,17.8,121.0,2.4,90.0,
2025-09-07 16:20:00,19.1,7.0,17.6,108.0,1.7,91.0,
2025-09-07 16:30:00,19.2,7.0,17.6,111.0,1.6,91.0,
2025-09-07 16:40:00,19.0,8.0,17.5,103.0,1.1,91.0,
2025-09-07 16:50:00,19.3,8.0,18.0,109.0,1.4,92.0,
2025-09-07 17:00:00,19.6,8.0,18.0,110.0,1.6,91.0,0.0
2025-09-07 17:10:00,19.4,8.0,17.6,104.0,2.1,89.0,
2025-09-07 17:20:00,19.3,7.0,17.6,111.0,1.5,90.0,
2025-09-07 17:30:00,19.4,7.0,17.7,104.0,1.3,90.0,
2025-09-07 17:40:00,19.3,8.0,17.8,108.0,0.9,91.0,
2025-09-07 17:50:00,19.3,8.0,17.7,118.0,1.3,91.0,
2025-09-07 18:00:00,19.2,8.0,17.8,101.0,1.6,92.0,0.0
2025-09-07 18:10:00,19.2,8.0,17.8,90.0,1.2,91.0,
2025-09-07 18:20:00,19.4,8.0,18.0,122.0,0.8,92.0,
2025-09-07 18:30:00,19.3,8.0,17.8,88.0,1.1,91.0,
2025-09-07 18:40:00,19.4,8.0,18.0,85.0,1.3,92.0,
2025-09-07 18:50:00,19.3,7.0,18.0,105.0,1.0,92.0,
2025-09-07 19:00:00,19.2,5.0,17.9,83.0,0.5,92.0,0.0
2025-09-07 19:10:00,19.0,5.0,17.9,130.0,0.8,94.0,
2025-09-07 19:20:00,18.7,3.0,17.8,156.0,1.1,95.0,
2025-09-07 19:30:00,18.5,1.0,17.9,166.0,0.9,96.0,
2025-09-07 19:40:00,18.4,1.0,17.8,166.0,0.7,96.0,
2025-09-07 19:50:00,18.3,1.0,17.7,137.0,0.7,97.0,
2025-09-07 20:00:00,18.1,1.0,17.7,73.0,0.6,97.0,0.0
2025-09-07 20:10:00,18.2,1.0,17.8,64.0,1.1,97.0,
2025-09-07 20:20:00,18.0,0.0,17.5,58.0,1.1,97.0,
2025-09-07 20:30:00,17.7,0.0,17.3,91.0,0.8,98.0,
2025-09-07 20:40:00,17.5,0.0,17.3,94.0,0.6,99.0,
2025-09-07 20:50:00,17.7,1.0,17.6,90.0,1.2,99.0,
2025-09-07 21:00:00,17.5,0.0,17.2,63.0,1.0,99.0,0.0
2025-09-07 21:10:00,17.2,1.0,17.0,17.0,0.8,99.0,
2025-09-07 21:20:00,17.5,5.0,17.4,23.0,1.2,99.0,
2025-09-07 21:30:00,17.4,7.0,17.3,28.0,1.3,99.0,
