Time,Air temperature (degC),Cloud amount (1/8),Dew-point temperature (degC),Wind direction (deg),Wind speed (m/s),Relative humidity (%),Precipitation amount (mm)
2025-06-03 00:00:00,9.7,3.0,9.3,233.0,4.1,97.0,0.0
2025-06-03 00:10:00,9.8,3.0,9.4,239.0,4.2,97.0,
2025-06-03 00:20:00,9.9,3.0,9.4,240.0,4.1,97.0,
2025-06-03 00:30:00,9.7,5.0,9.3,240.0,4.1,97.0,
2025-06-03 00:40:00,9.8,7.0,9.2,241.0,4.3,96.0,
2025-06-03 00:50:00,9.8,7.0,9.1,238.0,4.1,95.0,
2025-06-03 01:00:00,9.8,7.0,9.2,229.0,3.5,96.0,0.0
2025-06-03 01:10:00,9.7,7.0,9.1,229.0,3.4,96.0,
2025-06-03 01:20:00,9.6,7.0,9.1,229.0,3.0,96.0,
2025-06-03 01:30:00,9.6,7.0,9.1,224.0,3.3,97.0,
2025-06-03 01:40:00,9.6,7.0,9.2,220.0,3.8,97.0,
2025-06-03 01:50:00,9.7,5.0,9.1,227.0,3.7,96.0,
2025-06-03 02:00:00,9.8,5.0,9.1,227.0,3.6,95.0,0.0
2025-06-03 02:10:00,9.6,7.0,9.0,222.0,3.5,96.0,
2025-06-03 02:20:00,9.6,7.0,9.0,221.0,3.2,96.0,
2025-06-03 02:30:00,9.6,7.0,9.0,211.0,3.6,96.0,
2025-06-03 02:40:00,9.6,7.0,9.0,213.0,4.0,96.0,
2025-06-03 02:50:00,9.6,7.0,9.1,222.0,3.6,96.0,
2025-06-03 03:00:00,9.7,7.0,9.1,221.0,4.0,96.0,0.0
2025-06-03 03:10:00,9.6,7.0,9.1,219.0,3.9,96.0,
2025-06-03 03:20:00,9.8,7.0,9.2,213.0,4.6,96.0,
2025-06-03 03:30:00,9.8,5.0,9.3,225.0,4.3,97.0,
2025-06-03 03:40:00,9.7,5.0,9.2,229.0,4.4,97.0,
2025-06-03 03:50:00,9.7,5.0,9.3,225.0,4.2,97.0,
2025-06-03 04:00:00,9.9,5.0,9.5,225.0,3.7,97.0,0.0
2025-06-03 04:10:00,10.0,7.0,9.5,229.0,3.6,97.0,
2025-06-03 04:20:00,9.9,7.0,9.4,227.0,4.0,97.0,
2025-06-03 04:30:00,10.0,5.0,9.4,228.0,3.6,96.0,
2025-06-03 04:40:00,10.0,3.0,9.4,230.0,4.1,96.0,
2025-06-03 04:50:00,9.9,3.0,9.4,234.0,3.1,97.0,
