Time,Air temperature (degC),Cloud amount (1/8),Dew-point temperature (degC),Wind direction (deg),Wind speed (m/s),Relative humidity (%),Precipitation amount (mm)
2025-08-13 00:00:00,13.7,0.0,12.0,312.0,3.9,90.0,0.0
2025-08-13 00:10:00,13.6,0.0,11.8,313.0,4.0,89.0,
2025-08-13 00:20:00,13.6,0.0,11.5,315.0,4.1,88.0,
2025-08-13 00:30:00,13.5,0.0,11.4,318.0,3.9,87.0,
2025-08-13 00:40:00,13.3,0.0,11.3,319.0,4.0,88.0,
2025-08-13 00:50:00,13.1,0.0,11.2,319.0,3.9,89.0,
2025-08-13 01:00:00,13.0,0.0,11.1,318.0,4.1,88.0,0.0
2025-08-13 01:10:00,12.8,0.0,11.1,318.0,4.3,89.0,
2025-08-13 01:20:00,12.8,0.0,11.1,317.0,4.4,89.0,
2025-08-13 01:30:00,12.5,0.0,11.0,315.0,4.4,91.0,
