Time,Air temperature (degC),Cloud amount (1/8),Dew-point temperature (degC),Wind direction (deg),Wind speed (m/s),Relative humidity (%),Precipitation amount (mm)
2025-05-04 00:00:00,6.8,0.0,1.1,274.0,5.6,67.0,0.0
2025-05-04 00:10:00,6.5,0.0,1.1,278.0,5.2,68.0,
2025-05-04 00:20:00,6.3,0.0,1.1,280.0,4.6,69.0,
2025-05-04 00:30:00,6.1,0.0,1.1,275.0,4.5,70.0,
2025-05-04 00:40:00,6.0,0.0,1.1,272.0,4.5,71.0,
2025-05-04 00:50:00,5.9,0.0,1.0,273.0,4.6,71.0,
2025-05-04 01:00:00,5.5,0.0,1.0,275.0,4.5,73.0,0.0
2025-05-04 01:10:00,5.4,0.0,0.9,276.0,4.9,73.0,
2025-05-04 01:20:00,5.4,0.0,0.8,270.0,4.7,72.0,
2025-05-04 01:30:00,5.6,0.0,0.5,283.0,4.0,70.0,
2025-05-04 01:40:00,5.3,0.0,0.4,281.0,4.3,70.0,
2025-05-04 01:50:00,4.9,0.0,0.4,282.0,4.1,73.0,
2025-05-04 02:00:00,4.5,0.0,0.5,284.0,3.9,75.0,0.0
2025-05-04 02:10:00,4.7,0.0,0.4,285.0,3.4,74.0,
2025-05-04 02:20:00,4.5,0.0,0.2,286.0,3.6,74.0,
2025-05-04 02:30:00,4.0,0.0,0.2,280.0,3.2,76.0,
2025-05-04 02:40:00,3.7,0.0,0.1,270.0,3.8,77.0,
2025-05-04 02:50:00,4.2,0.0,-0.3,262.0,4.2,73.0,
2025-05-04 03:00:00,4.3,0.0,-0.3,263.0,4.5,72.0,0.0
2025-05-04 03:10:00,4.2,0.0,-0.6,278.0,4.1,71.0,
2025-05-04 03:20:00,3.7,0.0,-0.7,281.0,4.0,73.0,
2025-05-04 03:30:00,3.5,0.0,-0.7,276.0,3.9,74.0,
2025-05-04 03:40:00,3.8,0.0,-1.0,278.0,4.0,71.0,
2025-05-04 03:50:00,3.4,0.0,-0.8,270.0,3.9,74.0,
2025-05-04 04:00:00,3.4,1.0,-0.9,268.0,3.7,73.0,0.0
2025-05-04 04:10:00,3.5,3.0,-0.9,270.0,3.6,73.0,
2025-05-04 04:20:00,3.1,1.0,-1.0,269.0,3.8,74.0,
2025-05-04 04:30:00,3.0,1.0,-0.9,264.0,3.9,76.0,
2025-05-04 04:40:00,3.0,1.0,-1.0,268.0,3.6,75.0,
2025-05-04 04:50:00,3.0,0.0,-1.0,267.0,3.6,75.0,
2025-05-04 05:00:00,2.8,0.0,-1.0,270.0,4.1,76.0,0.0
2025-05-04 05:10:00,3.1,0.0,-1.1,270.0,4.5,74.0,
2025-05-04 05:20:00,3.0,0.0,-1.1,274.0,4.7,74.0,
2025-05-04 05:30:00,2.9,1.0,-1.0,275.0,4.3,75.0,
2025-05-04 05:40:00,2.9,3.0,-1.2,288.0,3.7,74.0,
2025-05-04 05:50:00,2.8,3.0,-1.2,284.0,3.8,75.0,
2025-05-04 06:00:00,2.8,1.0,-1.1,277.0,3.7,75.0,0.0
2025-05-04 06:10:00,3.0,1.0,-1.1,276.0,3.6,74.0,
2025-05-04 06:20:00,3.2,0.0,-1.0,276.0,3.7,74.0,
2025-05-04 06:30:00,3.7,1.0,-0.8,281.0,3.6,72.0,
2025-05-04 06:40:00,4.4,3.0,-1.1,282.0,3.3,68.0,
2025-05-04 06:50:00,4.6,5.0,-1.2,285.0,3.7,66.0,
2025-05-04 07:00:00,4.9,7.0,-1.0,283.0,3.7,66.0,0.0
2025-05-04 07:10:00,4.8,7.0,-1.3,289.0,3.9,64.0,
2025-05-04 07:20:00,5.1,7.0,-0.8,289.0,3.1,66.0,
2025-05-04 07:30:00,5.1,7.0,-1.1,290.0,3.0,65.0,
2025-05-04 07:40:00,5.1,7.0,-1.0,290.0,3.1,65.0,
2025-05-04 07:50:00,6.2,3.0,0.2,290.0,2.7,65.0,
2025-05-04 08:00:00,6.6,1.0,-1.2,309.0,2.4,57.0,0.0
2025-05-04 08:10:00,6.9,1.0,-0.5,306.0,2.4,59.0,
2025-05-04 08:20:00,7.2,1.0,-0.7,324.0,2.0,57.0,
2025-05-04 08:30:00,7.2,1.0,-1.0,298.0,1.7,56.0,
2025-05-04 08:40:00,7.8,1.0,-0.9,285.0,2.2,54.0,
2025-05-04 08:50:00,8.0,1.0,-1.4,274.0,2.5,52.0,
2025-05-04 09:00:00,8.4,0.0,-1.6,284.0,2.1,49.0,0.0
2025-05-04 09:10:00,8.8,0.0,-1.8,249.0,2.2,47.0,
2025-05-04 09:20:00,8.8,0.0,-2.3,269.0,2.8,46.0,
2025-05-04 09:30:00,9.3,0.0,-1.6,270.0,2.6,47.0,
2025-05-04 09:40:00,9.5,0.0,-2.1,308.0,2.6,44.0,
2025-05-04 09:50:00,9.9,0.0,-2.7,323.0,2.6,41.0,
2025-05-04 10:00:00,10.0,0.0,-2.5,309.0,3.4,41.0,0.0
2025-05-04 10:10:00,9.9,0.0,-2.8,298.0,4.0,41.0,
2025-05-04 10:20:00,9.6,1.0,-3.4,334.0,2.0,40.0,
2025-05-04 10:30:00,9.9,1.0,-4.4,347.0,2.1,36.0,
2025-05-04 10:40:00,9.6,1.0,-4.2,347.0,2.3,38.0,
2025-05-04 10:50:00,10.3,1.0,-4.0,283.0,2.7,36.0,
2025-05-04 11:00:00,9.9,3.0,-3.8,335.0,2.1,38.0,0.0
2025-05-04 11:10:00,10.0,3.0,-4.1,299.0,3.6,37.0,
2025-05-04 11:20:00,10.7,3.0,-4.3,330.0,2.5,34.0,
2025-05-04 11:30:00,10.3,5.0,-4.0,336.0,2.2,37.0,
2025-05-04 11:40:00,10.4,5.0,-3.2,297.0,3.1,39.0,
2025-05-04 11:50:00,10.5,7.0,-3.9,305.0,3.1,36.0,
2025-05-04 12:00:00,10.8,7.0,-5.0,309.0,3.6,33.0,0.0
2025-05-04 12:10:00,10.0,7.0,-4.4,303.0,3.3,36.0,
2025-05-04 12:20:00,9.7,8.0,-3.7,326.0,3.9,39.0,
2025-05-04 12:30:00,9.8,7.0,-3.3,352.0,3.3,40.0,
2025-05-04 12:40:00,9.6,7.0,-3.0,34.0,3.4,41.0,
2025-05-04 12:50:00,9.6,7.0,-0.8,62.0,2.4,48.0,
2025-05-04 13:00:00,9.5,7.0,-2.9,340.0,2.8,42.0,0.0
2025-05-04 13:10:00,9.1,7.0,-2.6,337.0,4.0,44.0,
2025-05-04 13:20:00,9.5,7.0,-2.6,325.0,2.4,43.0,
2025-05-04 13:30:00,9.3,7.0,-1.6,336.0,4.8,46.0,
2025-05-04 13:40:00,8.8,7.0,-1.9,346.0,5.8,47.0,
2025-05-04 13:50:00,7.4,7.0,-0.3,359.0,7.1,58.0,
2025-05-04 14:00:00,7.5,7.0,0.5,17.0,6.7,61.0,0.0
2025-05-04 14:10:00,8.0,7.0,0.6,14.0,5.2,59.0,
2025-05-04 14:20:00,8.2,7.0,0.1,7.0,5.6,57.0,
2025-05-04 14:30:00,8.3,5.0,-0.1,360.0,6.0,55.0,
2025-05-04 14:40:00,8.1,5.0,-0.1,5.0,5.7,56.0,
2025-05-04 14:50:00,7.9,7.0,-0.3,13.0,5.6,56.0,
2025-05-04 15:00:00,7.9,7.0,-0.4,7.0,5.5,56.0,0.0
2025-05-04 15:10:00,7.9,7.0,-1.0,1.0,4.1,53.0,
2025-05-04 15:20:00,8.0,7.0,-1.0,8.0,5.1,53.0,
2025-05-04 15:30:00,8.0,7.0,-1.6,3.0,4.3,51.0,
2025-05-04 15:40:00,8.2,7.0,-1.8,7.0,4.3,49.0,
2025-05-04 15:50:00,8.2,7.0,-2.4,5.0,4.6,47.0,
2025-05-04 16:00:00,8.1,5.0,-2.6,360.0,4.6,47.0,0.0
2025-05-04 16:10:00,8.1,5.0,-3.2,350.0,4.1,45.0,
2025-05-04 16:20:00,8.0,7.0,-3.4,2.0,5.1,45.0,
2025-05-04 16:30:00,8.0,7.0,-3.2,6.0,5.2,45.0,
2025-05-04 16:40:00,8.1,7.0,-2.4,18.0,5.3,48.0,
2025-05-04 16:50:00,7.8,7.0,-2.5,8.0,5.3,48.0,
2025-05-04 17:00:00,8.0,7.0,-2.1,13.0,4.6,49.0,0.0
2025-05-04 17:10:00,7.8,5.0,-2.8,4.0,5.1,47.0,
2025-05-04 17:20:00,7.7,7.0,-3.6,31.0,5.2,45.0,
2025-05-04 17:30:00,7.8,7.0,-3.3,22.0,4.9,45.0,
2025-05-04 17:40:00,7.7,7.0,-1.9,346.0,4.7,51.0,
2025-05-04 17:50:00,7.8,7.0,-2.8,351.0,4.3,47.0,
2025-05-04 18:00:00,7.9,5.0,-3.4,4.0,3.3,44.0,0.0
2025-05-04 18:10:00,7.6,7.0,-3.2,27.0,4.5,46.0,
2025-05-04 18:20:00,7.5,7.0,-3.7,4.0,5.7,45.0,
2025-05-04 18:30:00,7.6,7.0,-3.7,1.0,5.2,45.0,
2025-05-04 18:40:00,7.5,7.0,-3.7,355.0,5.4,45.0,
2025-05-04 18:50:00,7.2,7.0,-3.6,348.0,5.2,46.0,
2025-05-04 19:00:00,6.8,7.0,-3.8,353.0,6.2,47.0,0.0
