Time,Air temperature (degC),Cloud amount (1/8),Dew-point temperature (degC),Wind direction (deg),Wind speed (m/s),Relative humidity (%),Precipitation amount (mm)
2025-08-04 00:00:00,22.0,0.0,18.7,106.0,4.2,82.0,0.0
2025-08-04 00:10:00,22.1,3.0,18.9,102.0,4.1,82.0,
2025-08-04 00:20:00,21.9,3.0,18.9,99.0,3.4,83.0,
2025-08-04 00:30:00,22.0,7.0,19.0,95.0,2.1,83.0,
2025-08-04 00:40:00,22.1,7.0,18.9,106.0,2.9,82.0,
2025-08-04 00:50:00,22.2,7.0,18.9,112.0,2.9,81.0,
2025-08-04 01:00:00,22.3,7.0,18.7,116.0,3.2,80.0,0.0
2025-08-04 01:10:00,22.1,5.0,18.4,113.0,3.3,80.0,
2025-08-04 01:20:00,22.1,5.0,18.2,124.0,3.8,79.0,
2025-08-04 01:30:00,22.0,3.0,18.1,131.0,4.4,79.0,
2025-08-04 01:40:00,21.9,3.0,18.0,134.0,5.0,79.0,
2025-08-04 01:50:00,21.8,1.0,18.0,134.0,4.6,79.0,
2025-08-04 02:00:00,21.7,1.0,17.9,132.0,4.1,79.0,0.0
2025-08-04 02:10:00,21.6,1.0,17.9,129.0,3.9,79.0,
2025-08-04 02:20:00,21.5,1.0,17.7,130.0,3.6,79.0,
2025-08-04 02:30:00,21.6,1.0,17.7,132.0,3.3,78.0,
2025-08-04 02:40:00,21.6,1.0,17.6,129.0,3.3,78.0,
2025-08-04 02:50:00,21.5,1.0,17.6,128.0,3.3,78.0,
2025-08-04 03:00:00,21.5,0.0,17.6,127.0,3.4,78.0,0.0
2025-08-04 03:10:00,21.5,0.0,17.7,119.0,3.5,79.0,
2025-08-04 03:20:00,21.5,0.0,17.7,119.0,3.9,79.0,
2025-08-04 03:30:00,21.6,0.0,17.7,122.0,3.8,79.0,
2025-08-04 03:40:00,21.5,0.0,17.7,118.0,3.9,79.0,
2025-08-04 03:50:00,21.7,0.0,17.7,120.0,4.1,78.0,
2025-08-04 04:00:00,21.6,0.0,17.9,119.0,3.9,79.0,0.0
2025-08-04 04:10:00,21.5,0.0,18.0,116.0,3.7,80.0,
2025-08-04 04:20:00,21.4,0.0,18.1,106.0,3.1,82.0,
2025-08-04 04:30:00,21.1,0.0,18.2,104.0,3.1,83.0,
2025-08-04 04:40:00,21.2,0.0,18.2,111.0,3.3,83.0,
2025-08-04 04:50:00,21.2,0.0,18.2,123.0,3.9,83.0,
2025-08-04 05:00:00,21.1,0.0,18.2,123.0,2.9,84.0,0.0
2025-08-04 05:10:00,21.1,0.0,18.1,129.0,3.7,83.0,
2025-08-04 05:20:00,21.0,0.0,18.1,127.0,3.1,84.0,
2025-08-04 05:30:00,21.1,1.0,18.1,123.0,3.4,83.0,
2025-08-04 05:40:00,20.9,1.0,18.1,123.0,3.1,84.0,
2025-08-04 05:50:00,20.9,1.0,18.1,116.0,3.0,84.0,
2025-08-04 06:00:00,21.1,3.0,18.3,106.0,2.8,84.0,0.0
2025-08-04 06:10:00,21.3,3.0,18.3,99.0,2.8,83.0,
2025-08-04 06:20:00,21.3,1.0,18.3,106.0,3.4,83.0,
2025-08-04 06:30:00,21.4,1.0,18.4,108.0,3.8,83.0,
2025-08-04 06:40:00,21.8,0.0,18.4,108.0,3.8,81.0,
2025-08-04 06:50:00,22.0,0.0,18.4,105.0,3.7,80.0,
2025-08-04 07:00:00,22.3,0.0,18.5,114.0,3.1,79.0,0.0
2025-08-04 07:10:00,22.4,0.0,18.6,102.0,3.4,79.0,
2025-08-04 07:20:00,22.6,1.0,18.5,102.0,3.0,78.0,
2025-08-04 07:30:00,22.2,1.0,18.3,108.0,3.2,79.0,
2025-08-04 07:40:00,22.8,1.0,18.5,120.0,2.8,77.0,
2025-08-04 07:50:00,22.9,3.0,18.0,119.0,3.2,74.0,
2025-08-04 08:00:00,23.1,1.0,18.2,106.0,3.1,74.0,0.0
2025-08-04 08:10:00,23.4,1.0,18.3,108.0,3.2,73.0,
2025-08-04 08:20:00,24.0,0.0,18.3,109.0,3.1,70.0,
2025-08-04 08:30:00,24.5,0.0,18.4,132.0,2.9,69.0,
2025-08-04 08:40:00,24.4,0.0,18.7,146.0,2.8,71.0,
2025-08-04 08:50:00,24.1,1.0,18.0,158.0,3.0,69.0,
2025-08-04 09:00:00,23.9,1.0,18.0,156.0,4.3,70.0,0.0
2025-08-04 09:10:00,24.2,0.0,18.2,153.0,3.9,70.0,
2025-08-04 09:20:00,24.7,0.0,18.2,147.0,4.4,67.0,
2025-08-04 09:30:00,24.0,0.0,17.4,151.0,5.2,67.0,
2025-08-04 09:40:00,24.1,0.0,17.6,154.0,5.5,67.0,
2025-08-04 09:50:00,24.1,1.0,17.6,151.0,5.4,67.0,
2025-08-04 10:00:00,24.3,1.0,18.2,149.0,4.1,69.0,0.0
2025-08-04 10:10:00,23.8,5.0,17.4,150.0,4.3,68.0,
2025-08-04 10:20:00,23.7,5.0,17.9,146.0,4.1,70.0,
2025-08-04 10:30:00,23.7,5.0,17.7,134.0,5.0,69.0,
