Time,Air temperature (degC),Cloud amount (1/8),Dew-point temperature (degC),Wind direction (deg),Wind speed (m/s),Relative humidity (%),Precipitation amount (mm)
2025-05-12 00:00:00,7.4,0.0,-2.8,23.0,2.5,48.0,0.0
2025-05-12 00:10:00,7.4,0.0,-2.8,30.0,2.4,49.0,
2025-05-12 00:20:00,7.3,0.0,-2.8,27.0,2.7,49.0,
2025-05-12 00:30:00,7.4,0.0,-2.9,19.0,2.6,48.0,
2025-05-12 00:40:00,7.5,0.0,-2.9,14.0,3.1,48.0,
2025-05-12 00:50:00,7.7,0.0,-3.0,12.0,3.3,47.0,
2025-05-12 01:00:00,7.8,0.0,-3.1,7.0,3.4,46.0,0.0
2025-05-12 01:10:00,7.7,0.0,-3.1,360.0,3.5,46.0,
2025-05-12 01:20:00,7.7,0.0,-3.1,1.0,3.8,47.0,
2025-05-12 01:30:00,7.0,0.0,-3.1,358.0,3.5,49.0,
2025-05-12 01:40:00,6.9,0.0,-3.1,6.0,3.6,49.0,
2025-05-12 01:50:00,6.9,0.0,-3.1,8.0,3.5,49.0,
2025-05-12 02:00:00,6.9,0.0,-3.1,5.0,3.5,49.0,0.0
2025-05-12 02:10:00,6.5,0.0,-3.1,358.0,3.5,51.0,
2025-05-12 02:20:00,6.2,0.0,-3.0,5.0,3.6,52.0,
2025-05-12 02:30:00,5.8,0.0,-3.1,13.0,3.4,53.0,
2025-05-12 02:40:00,6.1,0.0,-3.1,14.0,3.5,52.0,
2025-05-12 02:50:00,6.3,0.0,-3.1,18.0,3.8,51.0,
2025-05-12 03:00:00,5.7,0.0,-2.9,24.0,3.0,54.0,0.0
2025-05-12 03:10:00,6.1,0.0,-3.0,3.0,3.5,52.0,
2025-05-12 03:20:00,5.6,0.0,-3.0,357.0,3.7,54.0,
2025-05-12 03:30:00,5.3,0.0,-2.8,356.0,3.9,56.0,
2025-05-12 03:40:00,5.3,0.0,-2.8,356.0,3.9,56.0,
2025-05-12 03:50:00,5.7,0.0,-2.8,4.0,4.3,55.0,
2025-05-12 04:00:00,5.6,0.0,-2.7,13.0,3.7,55.0,0.0
2025-05-12 04:10:00,5.6,0.0,-2.7,9.0,3.4,55.0,
2025-05-12 04:20:00,5.4,0.0,-2.8,1.0,3.5,55.0,
2025-05-12 04:30:00,5.1,0.0,-2.7,358.0,3.5,57.0,
2025-05-12 04:40:00,4.9,0.0,-2.6,2.0,3.8,58.0,
2025-05-12 04:50:00,5.0,0.0,-2.6,356.0,3.5,58.0,
2025-05-12 05:00:00,5.1,0.0,-2.6,3.0,3.8,57.0,0.0
2025-05-12 05:10:00,4.9,0.0,-2.6,357.0,3.6,59.0,
2025-05-12 05:20:00,4.9,0.0,-2.5,358.0,3.8,59.0,
2025-05-12 05:30:00,5.0,0.0,-2.5,359.0,3.7,58.0,
2025-05-12 05:40:00,5.0,0.0,-2.4,359.0,3.6,59.0,
2025-05-12 05:50:00,5.1,0.0,-2.4,355.0,3.4,58.0,
2025-05-12 06:00:00,5.6,0.0,-2.3,357.0,3.3,57.0,0.0
2025-05-12 06:10:00,6.1,0.0,-2.2,5.0,3.4,55.0,
2025-05-12 06:20:00,6.3,0.0,-1.9,7.0,3.0,55.0,
2025-05-12 06:30:00,6.7,0.0,-2.0,5.0,3.0,54.0,
2025-05-12 06:40:00,7.1,0.0,-2.0,3.0,3.1,52.0,
2025-05-12 06:50:00,7.4,0.0,-2.1,5.0,3.0,51.0,
2025-05-12 07:00:00,7.7,0.0,-1.9,7.0,3.2,51.0,0.0
2025-05-12 07:10:00,8.0,0.0,-1.6,6.0,2.5,51.0,
2025-05-12 07:20:00,8.7,0.0,-1.5,4.0,1.7,49.0,
2025-05-12 07:30:00,9.1,0.0,-1.7,14.0,1.7,47.0,
2025-05-12 07:40:00,8.8,0.0,-1.7,16.0,2.7,48.0,
2025-05-12 07:50:00,8.9,0.0,-1.5,23.0,3.3,48.0,
2025-05-12 08:00:00,9.0,0.0,-1.5,17.0,3.7,48.0,0.0
2025-05-12 08:10:00,9.4,0.0,-1.2,14.0,3.3,47.0,
2025-05-12 08:20:00,10.2,0.0,-1.0,8.0,2.1,46.0,
2025-05-12 08:30:00,10.7,0.0,-0.3,354.0,2.1,46.0,
2025-05-12 08:40:00,10.5,0.0,-1.1,4.0,2.9,44.0,
2025-05-12 08:50:00,11.0,0.0,-1.1,28.0,3.0,43.0,
2025-05-12 09:00:00,11.1,0.0,-1.2,29.0,2.5,42.0,0.0
2025-05-12 09:10:00,11.3,0.0,-1.0,16.0,3.7,43.0,
2025-05-12 09:20:00,11.2,0.0,-1.4,18.0,3.6,42.0,
2025-05-12 09:30:00,11.4,0.0,-1.1,20.0,3.5,42.0,
2025-05-12 09:40:00,11.6,0.0,-1.1,26.0,3.5,41.0,
2025-05-12 09:50:00,11.9,0.0,-1.4,28.0,3.6,40.0,
2025-05-12 10:00:00,12.1,0.0,-1.1,22.0,3.3,40.0,0.0
