Time,Diffuse radiation (W/m2),Direct solar radiation (W/m2),Global radiation (W/m2),Long wave outgoing solar radiation (W/m2),Long wave solar radiation  (W/m2),Radiation balance (W/m2),Reflected radiation (W/m2),Sunshine duration (s),Ultraviolet irradiance (index)
2025-10-01 00:00:00,0.0,0.2,-0.6,,332.1,,,0.0,0.0
2025-10-01 00:01:00,0.0,0.3,-0.5,,331.9,,,0.0,0.0
2025-10-01 00:02:00,0.0,0.2,-0.7,,331.5,,,0.0,0.0
2025-10-01 00:03:00,0.0,0.3,-0.7,,331.8,,,0.0,0.0
2025-10-01 00:04:00,0.0,0.4,-0.3,,332.3,,,0.0,0.0
2025-10-01 00:05:00,0.0,0.6,-0.2,,332.7,,,0.0,0.0
2025-10-01 00:06:00,0.0,0.5,-0.3,,332.8,,,0.0,0.0
2025-10-01 00:07:00,0.0,0.5,-0.4,,332.9,,,0.0,0.0
2025-10-01 00:08:00,0.0,0.4,-0.4,,332.7,,,0.0,0.0
2025-10-01 00:09:00,0.0,0.4,-0.5,,332.4,,,0.0,0.0
2025-10-01 00:10:00,0.0,0.6,-0.5,,332.3,,,0.0,0.0
2025-10-01 00:11:00,0.0,0.7,-0.5,,332.1,,,0.0,0.0
2025-10-01 00:12:00,0.0,0.5,-0.5,,331.8,,,0.0,0.0
2025-10-01 00:13:00,0.0,0.4,-0.5,,331.5,,,0.0,0.0
2025-10-01 00:14:00,0.0,0.6,-0.4,,331.2,,,0.0,0.0
2025-10-01 00:15:00,0.0,0.4,-0.6,,330.9,,,0.0,0.0
2025-10-01 00:16:00,0.0,0.4,-0.6,,331.0,,,0.0,0.0
2025-10-01 00:17:00,0.0,0.3,-0.7,,330.9,,,0.0,0.0
2025-10-01 00:18:00,0.0,0.4,-0.6,,330.9,,,0.0,0.0
2025-10-01 00:19:00,0.0,0.2,-1.0,,330.8,,,0.0,0.0
2025-10-01 00:20:00,0.0,0.1,-1.1,,330.8,,,0.0,0.0
2025-10-01 00:21:00,0.0,0.2,-0.8,,330.7,,,0.0,0.0
2025-10-01 00:22:00,0.0,0.2,-0.8,,330.5,,,0.0,0.0
2025-10-01 00:23:00,0.0,0.3,-0.6,,330.6,,,0.0,0.0
2025-10-01 00:24:00,0.0,0.2,-0.6,,330.7,,,0.0,0.0
2025-10-01 00:25:00,0.0,0.3,-0.7,,330.7,,,0.0,0.0
2025-10-01 00:26:00,0.0,0.4,-0.5,,331.1,,,0.0,0.0
2025-10-01 00:27:00,0.0,0.5,-0.3,,331.5,,,0.0,0.0
2025-10-01 00:28:00,0.0,0.4,-0.8,,331.7,,,0.0,0.0
2025-10-01 00:29:00,0.0,0.4,-0.5,,332.2,,,0.0,0.0
2025-10-01 00:30:00,0.0,0.3,-1.0,,332.2,,,0.0,0.0
2025-10-01 00:31:00,0.0,0.3,-0.9,,332.2,,,0.0,0.0
2025-10-01 00:32:00,0.0,0.3,-0.6,,332.2,,,0.0,0.0
2025-10-01 00:33:00,0.0,0.2,-0.8,,332.0,,,0.0,0.0
2025-10-01 00:34:00,0.0,0.2,-0.9,,331.9,,,0.0,0.0
2025-10-01 00:35:00,0.0,0.5,-0.5,,332.1,,,0.0,0.0
2025-10-01 00:36:00,0.0,0.3,-0.8,,332.1,,,0.0,0.0
2025-10-01 00:37:00,0.0,0.3,-0.9,,332.3,,,0.0,0.0
2025-10-01 00:38:00,0.0,0.3,-0.8,,332.4,,,0.0,0.0
2025-10-01 00:39:00,0.0,0.4,-0.8,,332.5,,,0.0,0.0
2025-10-01 00:40:00,0.0,0.3,-0.8,,332.6,,,0.0,0.0
2025-10-01 00:41:00,0.0,0.2,-0.9,,332.8,,,0.0,0.0
2025-10-01 00:42:00,0.0,0.1,-0.8,,333.0,,,0.0,0.0
2025-10-01 00:43:00,0.0,0.2,-0.7,,333.3,,,0.0,0.0
2025-10-01 00:44:00,0.0,0.1,-0.8,,333.4,,,0.0,0.0
2025-10-01 00:45:00,0.0,0.1,-0.9,,333.3,,,0.0,0.0
2025-10-01 00:46:00,0.0,0.2,-0.7,,333.3,,,0.0,0.0
2025-10-01 00:47:00,0.0,0.0,-1.1,,333.0,,,0.0,0.0
2025-10-01 00:48:00,0.0,0.0,-0.8,,333.1,,,0.0,0.0
2025-10-01 00:49:00,0.0,0.1,-0.8,,332.9,,,0.0,0.0
2025-10-01 00:50:00,0.0,0.1,-0.8,,332.9,,,0.0,0.0
2025-10-01 00:51:00,0.0,0.1,-0.8,,332.7,,,0.0,0.0
2025-10-01 00:52:00,0.0,0.1,-1.1,,332.6,,,0.0,0.0
2025-10-01 00:53:00,0.0,0.1,-0.8,,332.7,,,0.0,0.0
2025-10-01 00:54:00,0.0,0.0,-1.1,,332.5,,,0.0,0.0
2025-10-01 00:55:00,0.0,0.0,-1.1,,332.3,,,0.0,0.0
2025-10-01 00:56:00,0.0,-0.1,-1.1,,332.0,,,0.0,0.0
2025-10-01 00:57:00,0.0,-0.2,-1.2,,331.6,,,0.0,0.0
2025-10-01 00:58:00,0.0,-0.3,-1.5,,331.0,,,0.0,0.0
2025-10-01 00:59:00,0.0,-0.3,-1.3,,330.8,,,0.0,0.0
2025-10-01 01:00:00,0.0,-0.2,-1.1,,330.6,,,0.0,0.0
2025-10-01 01:01:00,0.0,-0.4,-1.6,,330.2,,,0.0,0.0
2025-10-01 01:02:00,0.0,-0.4,-1.6,,330.2,,,0.0,0.0
2025-10-01 01:03:00,0.0,-0.3,-1.4,,330.3,,,0.0,0.0
2025-10-01 01:04:00,0.0,-0.2,-1.2,,330.4,,,0.0,0.0
2025-10-01 01:05:00,0.0,-0.4,-1.4,,330.3,,,0.0,0.0
2025-10-01 01:06:00,0.0,-0.4,-1.3,,330.3,,,0.0,0.0
2025-10-01 01:07:00,0.0,-0.5,-1.5,,330.4,,,0.0,0.0
2025-10-01 01:08:00,0.0,-0.4,-1.2,,330.6,,,0.0,0.0
2025-10-01 01:09:00,0.0,-0.3,-1.1,,330.8,,,0.0,0.0
2025-10-01 01:10:00,0.0,-0.3,-1.1,,330.7,,,0.0,0.0
2025-10-01 01:11:00,0.0,-0.2,-0.9,,330.9,,,0.0,0.0
2025-10-01 01:12:00,0.0,-0.1,-0.8,,330.8,,,0.0,0.0
2025-10-01 01:13:00,0.0,-0.2,-0.8,,330.7,,,0.0,0.0
2025-10-01 01:14:00,0.0,-0.3,-1.0,,330.7,,,0.0,0.0
2025-10-01 01:15:00,0.0,-0.3,-0.9,,330.6,,,0.0,0.0
2025-10-01 01:16:00,0.0,-0.1,-0.7,,330.7,,,0.0,0.0
2025-10-01 01:17:00,0.0,-0.1,-0.7,,330.8,,,0.0,0.0
2025-10-01 01:18:00,0.0,-0.2,-0.9,,330.7,,,0.0,0.0
2025-10-01 01:19:00,0.0,-0.2,-0.9,,330.6,,,0.0,0.0
2025-10-01 01:20:00,0.0,-0.1,-0.7,,330.7,,,0.0,0.0
2025-10-01 01:21:00,0.0,-0.3,-1.1,,330.6,,,0.0,0.0
2025-10-01 01:22:00,0.0,-0.4,-1.4,,330.3,,,0.0,0.0
2025-10-01 01:23:00,0.0,-0.3,-1.0,,330.5,,,0.0,0.0
2025-10-01 01:24:00,0.0,0.0,-0.5,,330.7,,,0.0,0.0
2025-10-01 01:25:00,0.0,0.0,-0.4,,330.8,,,0.0,0.0
2025-10-01 01:26:00,0.0,-0.1,-0.3,,330.8,,,0.0,0.0
2025-10-01 01:27:00,0.0,0.1,-0.3,,331.1,,,0.0,0.0
2025-10-01 01:28:00,0.0,0.1,-0.2,,331.2,,,0.0,0.0
2025-10-01 01:29:00,0.0,0.1,-0.3,,331.3,,,0.0,0.0
2025-10-01 01:30:00,0.0,0.1,-0.2,,331.3,,,0.0,0.0
2025-10-01 01:31:00,0.0,0.1,-0.3,,331.3,,,0.0,0.0
2025-10-01 01:32:00,0.0,0.0,-0.2,,331.5,,,0.0,0.0
2025-10-01 01:33:00,0.0,0.0,-0.3,,331.5,,,0.0,0.0
2025-10-01 01:34:00,0.0,0.2,0.0,,331.8,,,0.0,0.0
2025-10-01 01:35:00,0.0,0.2,-0.1,,331.7,,,0.0,0.0
2025-10-01 01:36:00,0.0,0.2,-0.2,,331.7,,,0.0,0.0
2025-10-01 01:37:00,0.0,0.2,-0.3,,331.8,,,0.0,0.0
2025-10-01 01:38:00,0.0,0.1,-0.4,,331.6,,,0.0,0.0
2025-10-01 01:39:00,0.0,0.1,-0.4,,331.5,,,0.0,0.0
2025-10-01 01:40:00,0.0,0.1,-0.3,,331.4,,,0.0,0.0
2025-10-01 01:41:00,0.0,0.1,-0.3,,331.3,,,0.0,0.0
2025-10-01 01:42:00,0.0,0.3,-0.1,,331.4,,,0.0,0.0
2025-10-01 01:43:00,0.0,0.1,-0.2,,331.5,,,0.0,0.0
2025-10-01 01:44:00,0.0,0.4,0.0,,331.8,,,0.0,0.0
2025-10-01 01:45:00,0.0,0.3,-0.1,,332.0,,,0.0,0.0
2025-10-01 01:46:00,0.0,0.2,-0.2,,332.1,,,0.0,0.0
2025-10-01 01:47:00,0.0,0.3,-0.2,,332.2,,,0.0,0.0
2025-10-01 01:48:00,0.0,0.4,0.1,,332.2,,,0.0,0.0
2025-10-01 01:49:00,0.0,0.5,0.1,,332.0,,,0.0,0.0
2025-10-01 01:50:00,0.0,0.5,0.2,,331.8,,,0.0,0.0
2025-10-01 01:51:00,0.0,0.5,0.0,,331.6,,,0.0,0.0
2025-10-01 01:52:00,0.0,0.3,0.0,,331.5,,,0.0,0.0
2025-10-01 01:53:00,0.0,0.1,-0.6,,331.3,,,0.0,0.0
2025-10-01 01:54:00,0.0,0.1,-0.7,,331.4,,,0.0,0.0
2025-10-01 01:55:00,0.0,0.1,-0.6,,331.7,,,0.0,0.0
2025-10-01 01:56:00,0.0,0.2,-0.6,,331.5,,,0.0,0.0
2025-10-01 01:57:00,0.0,0.2,-0.7,,331.4,,,0.0,0.0
2025-10-01 01:58:00,0.0,0.0,-0.7,,331.5,,,0.0,0.0
2025-10-01 01:59:00,0.0,0.1,-0.6,,331.7,,,0.0,0.0
2025-10-01 02:00:00,0.0,0.0,-0.9,,331.7,,,0.0,0.0
2025-10-01 02:01:00,0.0,0.0,-1.0,,331.8,,,0.0,0.0
2025-10-01 02:02:00,0.0,0.0,-0.7,,331.9,,,0.0,0.0
2025-10-01 02:03:00,0.0,-0.1,-1.1,,332.1,,,0.0,0.0
2025-10-01 02:04:00,0.0,-0.2,-1.2,,332.5,,,0.0,0.0
2025-10-01 02:05:00,0.0,-0.3,-1.2,,332.7,,,0.0,0.0
2025-10-01 02:06:00,0.0,-0.3,-1.0,,332.9,,,0.0,0.0
2025-10-01 02:07:00,0.0,-0.2,-0.8,,332.8,,,0.0,0.0
2025-10-01 02:08:00,0.0,-0.1,-0.8,,332.1,,,0.0,0.0
2025-10-01 02:09:00,0.0,0.0,-0.6,,331.6,,,0.0,0.0
2025-10-01 02:10:00,0.0,0.0,-0.6,,331.3,,,0.0,0.0
2025-10-01 02:11:00,0.0,0.0,-0.4,,331.1,,,0.0,0.0
2025-10-01 02:12:00,0.0,-0.1,-0.8,,330.8,,,0.0,0.0
2025-10-01 02:13:00,0.0,0.1,-0.6,,330.9,,,0.0,0.0
2025-10-01 02:14:00,0.0,0.1,-0.5,,330.9,,,0.0,0.0
2025-10-01 02:15:00,0.0,0.1,-0.5,,330.7,,,0.0,0.0
2025-10-01 02:16:00,0.0,0.0,-0.7,,330.5,,,0.0,0.0
2025-10-01 02:17:00,0.0,0.1,-0.8,,330.5,,,0.0,0.0
2025-10-01 02:18:00,0.0,0.1,-0.7,,330.4,,,0.0,0.0
2025-10-01 02:19:00,0.0,0.1,-0.6,,330.5,,,0.0,0.0
2025-10-01 02:20:00,0.0,0.2,-0.4,,330.7,,,0.0,0.0
2025-10-01 02:21:00,0.0,0.0,-1.0,,330.4,,,0.0,0.0
2025-10-01 02:22:00,0.0,0.1,-0.9,,330.5,,,0.0,0.0
2025-10-01 02:23:00,0.0,0.0,-0.8,,330.6,,,0.0,0.0
2025-10-01 02:24:00,0.0,-0.1,-1.0,,330.5,,,0.0,0.0
2025-10-01 02:25:00,0.0,-0.1,-1.0,,330.5,,,0.0,0.0
2025-10-01 02:26:00,0.0,-0.1,-0.9,,330.5,,,0.0,0.0
2025-10-01 02:27:00,0.0,-0.1,-0.9,,330.4,,,0.0,0.0
2025-10-01 02:28:00,0.0,-0.1,-0.9,,330.5,,,0.0,0.0
2025-10-01 02:29:00,0.0,0.0,-0.8,,330.3,,,0.0,0.0
2025-10-01 02:30:00,0.0,-0.1,-0.7,,330.2,,,0.0,0.0
2025-10-01 02:31:00,0.0,0.0,-0.6,,330.2,,,0.0,0.0
2025-10-01 02:32:00,0.0,-0.2,-1.1,,330.0,,,0.0,0.0
2025-10-01 02:33:00,0.0,-0.3,-1.3,,329.9,,,0.0,0.0
2025-10-01 02:34:00,0.0,-0.3,-1.2,,329.8,,,0.0,0.0
2025-10-01 02:35:00,0.0,-0.3,-1.2,,329.9,,,0.0,0.0
2025-10-01 02:36:00,0.0,-0.1,-0.9,,330.0,,,0.0,0.0
