Time,Air temperature (degC),Cloud amount (1/8),Dew-point temperature (degC),Wind direction (deg),Wind speed (m/s),Relative humidity (%),Precipitation amount (mm)
2025-09-08 00:00:00,16.4,0.0,16.4,358.0,1.7,100.0,0.0
2025-09-08 00:10:00,16.4,0.0,16.4,11.0,2.1,100.0,
2025-09-08 00:20:00,16.2,0.0,16.2,29.0,1.8,100.0,
2025-09-08 00:30:00,16.0,0.0,16.0,28.0,1.2,100.0,
2025-09-08 00:40:00,16.1,0.0,16.1,40.0,1.1,100.0,
2025-09-08 00:50:00,16.0,0.0,16.0,12.0,0.7,100.0,
2025-09-08 01:00:00,16.1,0.0,16.1,16.0,1.2,100.0,0.0
2025-09-08 01:10:00,16.2,0.0,16.2,18.0,2.0,100.0,
2025-09-08 01:20:00,15.8,0.0,15.8,20.0,2.0,100.0,
2025-09-08 01:30:00,15.8,0.0,15.8,30.0,1.4,100.0,
2025-09-08 01:40:00,15.9,0.0,15.9,32.0,1.5,100.0,
2025-09-08 01:50:00,15.7,0.0,15.7,24.0,2.0,100.0,
2025-09-08 02:00:00,15.4,0.0,15.4,20.0,1.8,100.0,0.0
2025-09-08 02:10:00,15.4,0.0,15.4,29.0,1.5,100.0,
2025-09-08 02:20:00,15.5,0.0,15.5,31.0,1.2,100.0,
2025-09-08 02:30:00,15.4,0.0,15.4,43.0,1.3,100.0,
2025-09-08 02:40:00,15.6,0.0,15.6,30.0,1.8,100.0,
2025-09-08 02:50:00,15.3,0.0,15.3,23.0,1.4,100.0,
2025-09-08 03:00:00,15.2,0.0,15.2,40.0,1.0,100.0,0.0
2025-09-08 03:10:00,15.2,1.0,15.2,42.0,0.8,100.0,
2025-09-08 03:20:00,15.5,1.0,15.5,26.0,1.0,100.0,
2025-09-08 03:30:00,15.3,1.0,15.3,41.0,1.5,100.0,
2025-09-08 03:40:00,15.0,1.0,15.0,46.0,1.3,100.0,
2025-09-08 03:50:00,15.0,1.0,15.0,11.0,1.5,100.0,
2025-09-08 04:00:00,15.3,0.0,15.3,15.0,1.6,100.0,0.0
2025-09-08 04:10:00,15.1,1.0,15.1,10.0,1.9,100.0,
2025-09-08 04:20:00,15.1,1.0,15.1,12.0,1.8,100.0,
2025-09-08 04:30:00,15.2,1.0,15.2,16.0,2.2,100.0,
2025-09-08 04:40:00,15.3,3.0,15.3,24.0,2.2,100.0,
2025-09-08 04:50:00,14.9,9.0,14.9,8.0,1.8,100.0,
2025-09-08 05:00:00,14.9,9.0,14.9,31.0,1.3,100.0,0.0
2025-09-08 05:10:00,15.0,9.0,15.0,16.0,1.8,100.0,
2025-09-08 05:20:00,15.0,9.0,15.0,2.0,2.0,100.0,
2025-09-08 05:30:00,15.0,9.0,15.0,357.0,2.0,100.0,
2025-09-08 05:40:00,15.1,9.0,15.1,351.0,1.5,100.0,
2025-09-08 05:50:00,15.2,9.0,15.2,11.0,1.6,100.0,
2025-09-08 06:00:00,15.2,9.0,15.2,28.0,1.1,100.0,0.0
2025-09-08 06:10:00,15.2,9.0,15.2,9.0,1.7,100.0,
2025-09-08 06:20:00,15.2,9.0,15.2,3.0,2.0,100.0,
2025-09-08 06:30:00,15.1,9.0,15.1,360.0,2.0,100.0,
2025-09-08 06:40:00,15.2,9.0,15.2,353.0,1.7,100.0,
2025-09-08 06:50:00,15.3,9.0,15.3,14.0,1.8,100.0,
2025-09-08 07:00:00,15.3,9.0,15.3,11.0,1.8,100.0,0.0
2025-09-08 07:10:00,15.3,9.0,15.3,5.0,1.4,100.0,
2025-09-08 07:20:00,15.3,9.0,15.3,8.0,1.8,100.0,
2025-09-08 07:30:00,15.3,9.0,15.3,6.0,2.0,100.0,
2025-09-08 07:40:00,15.4,9.0,15.4,16.0,2.1,100.0,
2025-09-08 07:50:00,15.5,9.0,15.5,20.0,1.5,100.0,
2025-09-08 08:00:00,15.5,9.0,15.5,12.0,1.3,100.0,0.0
2025-09-08 08:10:00,15.6,9.0,15.6,5.0,1.8,100.0,
