Time,Air temperature (degC),Cloud amount (1/8),Dew-point temperature (degC),Wind direction (deg),Wind speed (m/s),Relative humidity (%),Precipitation amount (mm)
2025-04-21 00:00:00,5.8,8.0,5.7,96.0,1.7,99.0,0.0
2025-04-21 00:10:00,6.0,9.0,5.9,84.0,1.9,99.0,
2025-04-21 00:20:00,5.8,9.0,5.8,74.0,2.5,100.0,
2025-04-21 00:30:00,5.9,9.0,5.9,76.0,2.1,100.0,
2025-04-21 00:40:00,6.0,9.0,6.0,84.0,2.8,100.0,
2025-04-21 00:50:00,5.9,9.0,5.8,79.0,3.4,100.0,
2025-04-21 01:00:00,5.9,9.0,5.9,75.0,3.2,100.0,0.0
2025-04-21 01:10:00,6.0,9.0,6.0,74.0,3.0,100.0,
2025-04-21 01:20:00,6.1,9.0,6.0,71.0,2.8,100.0,
2025-04-21 01:30:00,6.1,9.0,6.1,75.0,3.0,100.0,
2025-04-21 01:40:00,6.1,8.0,6.1,68.0,2.6,100.0,
2025-04-21 01:50:00,6.2,8.0,6.2,66.0,3.6,100.0,
2025-04-21 02:00:00,6.2,8.0,6.2,64.0,3.2,100.0,0.0
2025-04-21 02:10:00,6.2,8.0,6.2,66.0,3.3,100.0,
2025-04-21 02:20:00,6.2,8.0,6.2,68.0,3.2,100.0,
2025-04-21 02:30:00,6.2,8.0,6.2,72.0,4.2,100.0,
2025-04-21 02:40:00,6.3,8.0,6.2,61.0,3.5,100.0,
2025-04-21 02:50:00,6.3,8.0,6.3,69.0,3.0,100.0,
2025-04-21 03:00:00,6.3,8.0,6.3,69.0,3.0,100.0,0.4
2025-04-21 03:10:00,6.3,8.0,6.3,62.0,3.1,100.0,
2025-04-21 03:20:00,6.3,8.0,6.3,50.0,3.1,100.0,
2025-04-21 03:30:00,6.2,7.0,6.1,53.0,3.7,99.0,
2025-04-21 03:40:00,6.2,8.0,6.0,60.0,3.5,99.0,
2025-04-21 03:50:00,6.1,7.0,6.0,57.0,3.1,99.0,
2025-04-21 04:00:00,6.0,7.0,5.9,65.0,3.5,99.0,1.5
2025-04-21 04:10:00,5.9,8.0,5.7,81.0,4.2,98.0,
2025-04-21 04:20:00,5.9,7.0,5.6,80.0,3.8,98.0,
2025-04-21 04:30:00,5.9,8.0,5.6,74.0,3.7,98.0,
2025-04-21 04:40:00,5.7,8.0,5.4,65.0,3.5,98.0,
2025-04-21 04:50:00,5.7,7.0,5.3,64.0,3.9,98.0,
2025-04-21 05:00:00,5.7,7.0,5.3,66.0,2.6,97.0,1.5
2025-04-21 05:10:00,5.5,7.0,5.2,69.0,3.5,97.0,
2025-04-21 05:20:00,5.5,7.0,5.1,66.0,4.7,97.0,
2025-04-21 05:30:00,5.5,7.0,5.1,69.0,4.8,98.0,
2025-04-21 05:40:00,5.4,7.0,5.1,71.0,2.7,98.0,
2025-04-21 05:50:00,5.4,7.0,5.1,64.0,3.5,98.0,
2025-04-21 06:00:00,5.4,7.0,5.1,62.0,4.2,98.0,2.9
2025-04-21 06:10:00,5.4,8.0,5.1,66.0,3.0,98.0,
2025-04-21 06:20:00,5.4,7.0,5.1,66.0,4.0,98.0,
2025-04-21 06:30:00,5.4,7.0,5.1,69.0,2.2,98.0,
2025-04-21 06:40:00,5.4,7.0,5.1,61.0,2.2,98.0,
2025-04-21 06:50:00,5.4,7.0,5.1,64.0,2.3,98.0,
2025-04-21 07:00:00,5.3,7.0,4.9,57.0,3.6,98.0,2.1
2025-04-21 07:10:00,5.3,7.0,5.0,46.0,3.3,98.0,
2025-04-21 07:20:00,5.2,8.0,4.9,46.0,3.8,98.0,
2025-04-21 07:30:00,5.2,8.0,4.7,49.0,4.4,97.0,
2025-04-21 07:40:00,5.2,8.0,4.7,56.0,4.0,97.0,
2025-04-21 07:50:00,5.2,7.0,4.7,62.0,4.1,97.0,
2025-04-21 08:00:00,5.2,7.0,4.7,64.0,4.5,97.0,0.5
2025-04-21 08:10:00,5.2,8.0,4.6,61.0,4.3,96.0,
2025-04-21 08:20:00,5.2,8.0,4.7,58.0,4.0,97.0,
2025-04-21 08:30:00,5.2,8.0,4.6,54.0,4.6,96.0,
2025-04-21 08:40:00,5.3,8.0,4.6,60.0,3.9,96.0,
2025-04-21 08:50:00,5.2,8.0,4.6,62.0,4.4,96.0,
2025-04-21 09:00:00,5.3,8.0,4.7,60.0,4.5,96.0,0.0
2025-04-21 09:10:00,5.3,8.0,4.7,63.0,3.4,96.0,
2025-04-21 09:20:00,5.4,8.0,4.7,57.0,3.4,96.0,
2025-04-21 09:30:00,5.4,8.0,4.8,60.0,3.9,96.0,
2025-04-21 09:40:00,5.4,8.0,4.8,59.0,3.0,96.0,
2025-04-21 09:50:00,5.5,8.0,4.8,56.0,2.5,96.0,
2025-04-21 10:00:00,5.5,8.0,4.8,57.0,3.1,95.0,0.0
2025-04-21 10:10:00,5.5,8.0,4.8,57.0,3.8,95.0,
2025-04-21 10:20:00,5.6,8.0,5.0,56.0,3.5,96.0,
2025-04-21 10:30:00,5.7,8.0,4.9,53.0,3.9,95.0,
2025-04-21 10:40:00,5.6,8.0,4.8,55.0,3.7,94.0,
2025-04-21 10:50:00,5.8,8.0,5.0,55.0,3.6,95.0,
2025-04-21 11:00:00,5.8,8.0,4.9,55.0,3.5,94.0,0.0
2025-04-21 11:10:00,5.8,8.0,4.9,58.0,3.9,94.0,
2025-04-21 11:20:00,5.8,8.0,5.0,55.0,3.7,95.0,
