Time,Air temperature (degC),Cloud amount (1/8),Dew-point temperature (degC),Wind direction (deg),Wind speed (m/s),Relative humidity (%),Precipitation amount (mm)
2025-10-02 00:00:00,4.4,0.0,4.0,59.0,2.3,97.0,0.0
2025-10-02 00:10:00,4.3,0.0,4.0,66.0,2.3,98.0,
2025-10-02 00:20:00,4.2,0.0,3.9,73.0,2.0,98.0,
2025-10-02 00:30:00,4.3,0.0,4.0,74.0,2.1,98.0,
2025-10-02 00:40:00,4.2,0.0,4.0,71.0,2.1,98.0,
2025-10-02 00:50:00,4.2,0.0,3.9,65.0,2.1,98.0,
2025-10-02 01:00:00,4.1,0.0,3.9,61.0,2.4,98.0,0.0
2025-10-02 01:10:00,4.2,0.0,4.0,60.0,2.4,99.0,
2025-10-02 01:20:00,4.2,0.0,4.0,63.0,2.3,99.0,
2025-10-02 01:30:00,4.1,1.0,3.9,65.0,2.3,99.0,
2025-10-02 01:40:00,4.1,1.0,3.9,66.0,2.2,99.0,
2025-10-02 01:50:00,4.2,1.0,4.0,64.0,2.3,99.0,
2025-10-02 02:00:00,4.2,1.0,4.0,69.0,2.4,99.0,0.0
2025-10-02 02:10:00,4.5,1.0,4.3,67.0,2.4,99.0,
2025-10-02 02:20:00,4.6,5.0,4.3,70.0,2.3,99.0,
2025-10-02 02:30:00,4.8,5.0,4.5,66.0,2.3,98.0,
2025-10-02 02:40:00,4.7,5.0,4.3,66.0,2.2,98.0,
2025-10-02 02:50:00,4.4,3.0,4.0,60.0,2.1,97.0,
2025-10-02 03:00:00,4.2,1.0,3.9,64.0,2.2,98.0,0.0
2025-10-02 03:10:00,4.3,0.0,4.0,59.0,2.3,98.0,
2025-10-02 03:20:00,4.3,1.0,3.9,56.0,2.5,97.0,
2025-10-02 03:30:00,4.7,1.0,4.3,51.0,2.9,97.0,
2025-10-02 03:40:00,4.7,3.0,4.0,52.0,3.0,96.0,
2025-10-02 03:50:00,5.5,7.0,4.5,56.0,3.4,94.0,
2025-10-02 04:00:00,5.8,7.0,4.2,56.0,3.3,89.0,0.0
2025-10-02 04:10:00,5.7,7.0,4.3,58.0,3.1,91.0,
2025-10-02 04:20:00,6.1,7.0,4.2,60.0,3.0,88.0,
2025-10-02 04:30:00,5.7,7.0,4.4,59.0,3.0,91.0,
2025-10-02 04:40:00,5.3,7.0,4.3,58.0,2.3,93.0,
2025-10-02 04:50:00,6.2,8.0,4.2,62.0,2.7,87.0,
2025-10-02 05:00:00,6.5,7.0,4.0,63.0,2.5,85.0,0.0
2025-10-02 05:10:00,6.5,7.0,3.9,62.0,2.4,84.0,
2025-10-02 05:20:00,5.8,7.0,4.7,59.0,1.7,92.0,
2025-10-02 05:30:00,5.8,7.0,4.5,68.0,1.0,91.0,
2025-10-02 05:40:00,6.3,8.0,4.3,64.0,1.6,87.0,
2025-10-02 05:50:00,6.1,8.0,4.6,64.0,1.8,90.0,
2025-10-02 06:00:00,5.9,7.0,4.7,57.0,1.8,92.0,0.0
2025-10-02 06:10:00,5.8,7.0,4.6,48.0,1.7,92.0,
2025-10-02 06:20:00,5.8,8.0,4.8,49.0,2.3,93.0,
2025-10-02 06:30:00,6.1,8.0,4.5,53.0,2.4,90.0,
2025-10-02 06:40:00,6.6,7.0,4.1,42.0,3.1,84.0,
2025-10-02 06:50:00,6.8,8.0,3.9,47.0,3.2,81.0,
2025-10-02 07:00:00,6.7,8.0,3.8,45.0,2.7,82.0,0.0
2025-10-02 07:10:00,6.6,8.0,3.8,61.0,1.7,83.0,
2025-10-02 07:20:00,6.2,7.0,4.4,82.0,0.9,88.0,
2025-10-02 07:30:00,6.4,7.0,4.1,80.0,1.7,85.0,
2025-10-02 07:40:00,6.9,8.0,4.0,73.0,1.8,81.0,
2025-10-02 07:50:00,6.3,8.0,4.6,62.0,2.0,89.0,
2025-10-02 08:00:00,7.0,8.0,4.4,61.0,2.2,84.0,0.0
2025-10-02 08:10:00,7.1,8.0,4.5,74.0,2.0,84.0,
2025-10-02 08:20:00,7.3,7.0,4.6,71.0,2.0,83.0,
2025-10-02 08:30:00,7.1,7.0,5.1,86.0,1.7,87.0,
2025-10-02 08:40:00,7.2,7.0,5.0,80.0,1.2,86.0,
2025-10-02 08:50:00,7.0,8.0,5.4,66.0,1.1,90.0,
2025-10-02 09:00:00,6.9,8.0,5.4,61.0,1.1,91.0,0.0
2025-10-02 09:10:00,7.1,8.0,5.6,56.0,1.5,90.0,
2025-10-02 09:20:00,7.6,8.0,5.4,56.0,2.1,86.0,
2025-10-02 09:30:00,7.3,8.0,5.7,63.0,1.8,90.0,
2025-10-02 09:40:00,7.6,8.0,5.3,58.0,2.0,85.0,
2025-10-02 09:50:00,7.7,8.0,5.3,45.0,1.4,85.0,
2025-10-02 10:00:00,7.5,8.0,5.1,38.0,2.0,85.0,0.0
2025-10-02 10:10:00,7.5,8.0,5.5,36.0,2.0,87.0,
2025-10-02 10:20:00,7.2,8.0,6.1,47.0,1.4,93.0,
2025-10-02 10:30:00,7.1,7.0,6.1,96.0,1.0,93.0,
2025-10-02 10:40:00,7.2,7.0,6.0,103.0,0.5,92.0,
2025-10-02 10:50:00,7.4,7.0,6.2,57.0,0.3,92.0,
2025-10-02 11:00:00,7.8,7.0,6.2,351.0,0.5,90.0,0.0
2025-10-02 11:10:00,8.3,7.0,6.2,25.0,1.2,87.0,
2025-10-02 11:20:00,8.3,7.0,5.9,27.0,1.3,85.0,
2025-10-02 11:30:00,8.2,7.0,5.8,6.0,1.5,85.0,
2025-10-02 11:40:00,8.2,7.0,5.8,349.0,0.9,85.0,
2025-10-02 11:50:00,8.2,7.0,5.7,17.0,2.5,84.0,
2025-10-02 12:00:00,8.3,8.0,6.0,26.0,1.9,85.0,0.0
2025-10-02 12:10:00,8.2,8.0,5.9,31.0,1.9,85.0,
2025-10-02 12:20:00,8.1,8.0,6.0,35.0,1.8,86.0,
2025-10-02 12:30:00,8.3,8.0,6.1,22.0,1.4,86.0,
2025-10-02 12:40:00,8.4,8.0,6.3,17.0,2.1,87.0,
2025-10-02 12:50:00,8.7,8.0,6.4,15.0,1.9,85.0,
2025-10-02 13:00:00,8.9,8.0,6.4,41.0,1.2,84.0,0.0
2025-10-02 13:10:00,8.9,8.0,6.2,30.0,1.9,83.0,
2025-10-02 13:20:00,9.1,8.0,6.4,37.0,1.8,84.0,
2025-10-02 13:30:00,9.3,8.0,6.5,47.0,2.5,83.0,
2025-10-02 13:40:00,9.4,8.0,6.5,58.0,2.5,82.0,
2025-10-02 13:50:00,9.6,8.0,6.6,68.0,2.5,82.0,
